keyword;search_date;closest_date;organic_position;asin;country;title;listed_since;price;currency;seller_name;seller_id;reviews;avg_review;keywords_count
dumbbells;2022-11-01;2023-06-29;15;B07P494CC7;de;SONGMICS Hantel-Set, 3 Paar, 1kg-3kg，9kg oder 12kg, Aufbewahrung, Fitnessstudio, Krafttraining, rutschfeste Neopren-Beschichtung;2019-04-15;39.99;EUR;SONGMICS HOME DE;A3W1YAJZVE78ZY;7405;4.6;9072
dumbbells;2022-11-01;2023-06-29;16;B089Q8PHYR;de;Yaheetech 2 Stück Hantel Set 4/5/6/7,5/8/10 Kg Kurzhanteln Gusseisen Hexagon Hanteln Gewichte Training für Aerobic, Gymnastik und Fitness;2020-05-21;28.04;EUR;Yahee365;A2EE3XIT7D4VDH;1472;4.2;2536
dumbbells;2022-11-01;2023-06-29;17;B09FLB4PH6;de;Dripex Hanteln Set, Hantel 2er Set oder Einzeln aus Stahl 2,5kg, 5kg, 7,5kg, 10kg, 15kg, 25kg, 30kg, 50kg Verstellbare Kurzhanteln Set mit Schaumstoff Griff, Fitness Hanteln für Zuhause;2021-09-07;59.99;EUR;Yiiihaa;A28YSL6LA365Z3;708;4.7;8345
dumbbells;2022-11-01;2023-06-29;18;B07S94L6QQ;de;Sportstech 2in1 Hantelset mit Silikonüberzug, Deutsche Qualitätsmarke, Kurzhanteln & Langhantel in einem, Hanteln mit 20kg/30kg aus Gusseisen, effektives Fitness Krafttraining, AH300, Vergleichssieger;2020-07-06;99.99;EUR;Sportstech;AYRHL1BC4CIOF;1579;4.6;2000
dumbbells;2022-11-01;2023-06-29;19;B096FVDRTL;de;2 in 1 Hanteln Set 15-30kg | Hantelset verstellbar | Kurzhantel & Langhantel | Sternverschlüsse & Verbindungsrohr;2021-06-02;;;;;1469;4;5810
dumbbells;2022-11-01;2023-06-29;20;B084ZLSBHF;de;MOVIT Kurzhanteln PRO 2er Set, Gusseisen Hanteln, 20kg, 30kg, 40kg, 50kg, 60kg, Stange 30mm Standardnorm, Griff gerändelt, Sternverschlüsse, Hantel Set Kurzhantelset Gewichte;2020-06-10;;;;;1056;4.5;821
dumbbells;2022-11-01;2023-06-29;21;B09W5ZKTM3;de;C.P.Sports 2in1 Kurzhantel & Langhantel Set 30kg / 40kg | Hantelscheiben – Gewichte – Hantelstangen | verstellbare Hanteln – Hantelset für Krafttraining, Fitness, Home Gym;2022-03-22;;;;;2074;4.3;526
dumbbells;2022-11-01;2023-06-29;22;B08T76L5YB;de;Hanteln Set Vazillio Verstellbar Gewichte Hantelset für Männer, Frauen Fitness, Kurzhanteln mit rutschfeste Gummihand;2021-03-17;62.99;EUR;VAZILLIO DIRECT;A2NJDJHLD16AQ3;392;4.3;163
dumbbells;2022-11-01;2023-06-29;23;B0B2KPZDNG;de;Peloton Hanteln, 2,3 kg-16,6 kg, 2er Set, für Männer und Frauen, ergonomischer und rutschfester Griff, Kurzhanteln, Krafttraining, Workout;2022-12-28;;;;;642;4.9;297
dumbbells;2022-11-01;2023-06-29;24;B0BFHMFMYT;de;Verstellbare Hanteln Handgewichte Set: Sportneer 1 Paar 0.9-4,5 kg (je 0,9-2,3 kg) schnell justierbare Hantel Gewicht 6 in 1 gratis Gewichte Hanteln für Damen Herren Zuhause Gym Workout Krafttraining;2022-11-05;;;;;956;4.5;161
dumbbells;2022-11-01;2023-06-29;25;B009T6QBM2;de;Schildkröt Kurz-Hantelset, 10,0 kg im ABS-Kunststoffkoffer, 960012;2012-10-16;;;;;298;4.4;266
dumbbells;2022-11-01;2023-06-29;26;B09PGWJ39M;;;;;;;;;;
dumbbells;2022-11-01;2023-06-29;27;B07PG7WJ87;de;GORILLA SPORTS® Gymnastikhanteln Set - 10kg Gewichte mit Koffer, 2x0,5kg, 2x1kg, 2x1,5kg, 2x2kg, rutschfeste, Neopren - Hantelset, Kurzhanteln Set, Aerobic Dumbbells, Krafttraining, Fitness;2019-03-13;;;;;22;4.1;843
dumbbells;2022-11-01;2023-06-29;28;B07V2FV93N;de;PROIRON Geruchlose Hexagon Hanteln Mit Stahlkern, Kurzhanteln 12-seitiges Einzigartiges Design Langlebig und Strapazierfähig für Das Tägliche Krafttraining (3Kg 5Kg 8Kg 10Kg 12Kg 16Kg 20Kg 24Kg);2019-07-11;33.99;EUR;Regent Works;A2BOTY0Z929MB;810;4.6;727
dumbbells;2022-11-01;2023-06-29;29;B01LWA5H27;;;;;;;;;;
dumbbells;2022-11-01;2023-06-29;30;B0B4JY8Y4J;;;;;;;;;;
dumbbells;2022-11-01;2023-06-29;31;B07W6NHZXW;de;SONGMICS 2-in-1-Hanteln, 2er Set, Hantelset aus Gusseisen, verstellbar, Kurzhantelset mit Verbindungsrohr, Workout, Gewichtheben für Zuhause, Fitnessstudio;2019-08-06;47.99;EUR;SONGMICS HOME DE;A3W1YAJZVE78ZY;1692;4.5;5341
dumbbells;2022-11-01;2023-06-29;32;B078HDGG7H;de;Bowflex SelectTech verstellbare Hanteln und Gewichten System (Einzelstück);2018-01-14;214.9;EUR;Amazon;A3JWKAKR8XB7XF;9288;4.7;1490
dumbbells;2022-11-01;2023-06-29;33;B07HFDXYX5;de;Neopren hanteln gewichte;2020-01-01;36;EUR;Amazon;A3JWKAKR8XB7XF;5466;4.6;561
dumbbells;2022-11-01;2023-06-29;34;B07FNQXN4Q;de;Amazon Basics Kurzhantel, Vinylbeschichtet, 2 Stück;2020-01-01;15.77;EUR;Amazon;A3JWKAKR8XB7XF;17892;4.7;107
dumbbells;2022-11-01;2023-06-29;35;B07XYGLD7D;;;;;;;;;;
dumbbells;2022-11-01;2023-06-29;36;B096G2G2KV;de;hanteln set, Kurzhanteln Verstellbar,2er Kunststoff Hantelset,Kurz Lang Dumbbell,Einstellbar Hantelstangen Kurzhantelset,Weights für Aerobic Fitness Gym Training;2021-07-23;38.99;EUR;BCBIG Flagship Store;A2SA64RPRD31H6;1475;4.1;887
dumbbells;2022-11-01;2023-06-29;37;B09BZ4TD9W;de;unycos - 2 in 1 Kurzhanteln & Langhantel Verstellbar【15-50 kg】mit Übungs-E-Book, Gewichtsset mit Verbindungsstange und Eisenplatten, Aufbewahrungskoffer, Heim-Fitnessstudio (Iron Transformer);2021-08-07;57.9;EUR;Grupo MContigo S.L.;A2XIE6SFARLFP4;764;4.5;2999
dumbbells;2022-11-01;2023-06-29;38;B0BCVG1XHN;;;;;;;;;;
dumbbells;2022-11-01;2023-06-29;39;B07D53WKQZ;de;Hanteln Frauen Set, Kurzhanteln 2er Set, Kleine Hanteln, Hexagon Hanteln Kann für Das Liegestütztraining Verwendet Werden, Neopren-Beschichtung, Krafttraining, Workout, Fitnesstraining;2018-05-18;;;;;6224;4.7;15
dumbbells;2022-11-01;2023-06-29;40;B08P1MHB12;de;Yaheetech Hantelset 2er Kurzhanteln Hantel Hantelstangen mit Sternverschlüsse für Krafttraining, 15/20/25/30 KG;2020-11-23;31.99;EUR;Yahee365;A2EE3XIT7D4VDH;2099;4.2;2305
dumbbells;2022-11-01;2023-06-29;41;B09L7YB4JX;;;;;;;;;;
dumbbells;2022-11-01;2023-06-29;42;B0BNTBNRKW;;;;;;;;;;
dumbbells;2022-11-01;2023-06-29;43;B07D8162L7;de;Deuser NEOPREN KURZHANTELN 2er Set | Hervorragende Griffigkeit und Rutschfestigkeit | Stabiles und langlebiges Hanteln Set dank Gusseisenkern | Mini Hanteln | Dumbbell Set;2018-05-21;;;;;72;4.4;1207
dumbbells;2022-11-01;2023-06-29;44;B09RPLBL7S;de;Schildkröt Vinyl Hanteln I ideal für Gymnastik-, Aerobic- und Fitness-Training I zwei gummierte Hanteln I 0,5kg - 3,0kg in Grün & Anthrazit;2022-02-02;14.99;EUR;Amazon;A3JWKAKR8XB7XF;1061;4.7;720
dumbbells;2022-11-01;2023-06-29;45;B01BEVZZZS;de;PROIRON Hanteln Neopren Kurzhanteln Frauen Hantelset Kleine Hantel Kurzhantelset (2er-Set) für Damen Gymnastik Yoga Pilates und Kinder;2016-06-10;13;EUR;Regent Works;A2BOTY0Z929MB;21156;4.7;999
dumbbells;2022-11-01;2023-06-29;46;B07TX64JGF;;;;;;;;;;
dumbbells;2022-11-01;2023-06-29;47;B00KXQIFUS;de;MOVIT Kurzhantel 2er Set, Kurzhantelset Varianten Gewicht 20kg, 30kg, 40kg, Kurzhanteln Stangen gerändelt mit Sternverschlüssen;2016-02-18;;;;;1267;4;38
dumbbells;2022-11-01;2023-06-29;48;B094CXV7XL;de;Amonax 15 20 30KG Verstellbare Hanteln, Hantelset, Kurzhanteln Gewichte Dumbbells Langhantelstange, Gusseisen Weight 2er Set männer Frauen, langhanteln Krafttrainingsgeräte für zuhause Gym fitness;2021-05-07;;;;;1619;4.2;1790
dutch oven;2022-11-01;2023-06-29;-1;B0000V1PM6;;;;;;;;;;
dutch oven;2022-11-01;2023-06-29;-1;B0BH14NMJW;de;GUSSKÖNIG Dutch Oven Set - Eingebrannter Dutch Oven 9 Liter - Feuertopf Gusseisen mit Füßen - Schmortopf Doppelfunktion - inkl. 2in1 Deckelheber, Bürste & DutchOven Rezeptbuch [für 4-7 Personen];2022-10-01;79.89;EUR;HBS Swiss GmbH;A26I41VQGFPETE;2006;4.7;1118
dutch oven;2022-11-01;2023-06-29;1;B08ZSK82HM;de;BBQ Dutch Oven [Das Original] - Dutch Oven Set 7 Liter – Eingebrannter Feuertopf aus Gusseisen mit Füßen & Deckel – Ausgezeichnet von Vergleich.org – inkl. Deckelheber - mit e-Book;2021-03-31;43.95;EUR;Kronenburg Handel GmbH;A1HW966DTI3X6F;2583;4.6;2706
dutch oven;2022-11-01;2023-06-29;2;B091NFDL1X;de;KESSER® Dutch Oven Set BBQ 7,3 Liter, Feuertopf Schmortopf mit Edelstahluntersetzer, Gusseisen Topf mit Deckelheber Henkel und Schlitz für Themormeter, kochkessel Grilltopf für Oudoor & Indoor;2021-04-03;49.8;EUR;WMK Trading GmbH;A35R3AFD5OLVO7;2079;4.6;797
dutch oven;2022-11-01;2023-06-29;3;B0BH14NMJW;de;GUSSKÖNIG Dutch Oven Set - Eingebrannter Dutch Oven 9 Liter - Feuertopf Gusseisen mit Füßen - Schmortopf Doppelfunktion - inkl. 2in1 Deckelheber, Bürste & DutchOven Rezeptbuch [für 4-7 Personen];2022-10-01;79.89;EUR;HBS Swiss GmbH;A26I41VQGFPETE;2006;4.7;1118
dutch oven;2022-11-01;2023-06-29;4;B09V3BRZH8;de;BBQ Dutch Oven [Das Original] - Dutch Oven Set 7 Liter – Eingebrannter Feuertopf aus Gusseisen Deckel & Topfständer – inkl. Deckelheber und e-Book;2022-03-08;49.95;EUR;Kronenburg Handel GmbH;A1HW966DTI3X6F;2588;4.6;1658
dutch oven;2022-11-01;2023-06-29;-1;B0B5714ZKJ;de;Dutch-Oven-Set 7-teilig | Gusseisen | Premium-Qualität | mit dekorativer Aufbewahrungs- und Transportkiste aus Holz | Dutch Oven, Untersetzer, Deckelheber, Grillplatte, Stieltopf und Bratpfanne;2022-06-23;89.99;EUR;Kopp Verlag;A137AXD9L66MX4;18;4.3;126
dutch oven;2022-11-01;2023-06-29;5;B06XRY5JP1;de;BBQ-Toro Dutch Oven Premium Serie | 9,0 Liter (DO9P), Topf mit Füße | bereits eingebrannt - preseasoned | Verschiedene Größen | Gusseisen Kochtopf | Bräter mit Deckelheber;2017-03-20;;;;;5588;4.7;406
dutch oven;2022-11-01;2023-06-29;6;B09ND5DXNN;;;;;;;;;;
dutch oven;2022-11-01;2023-06-29;7;B0BG2CWP33;de;Bellamonte Auflaufform Bräter Dutch Oven Emailliertes Gusseisen rund 26 cm 5,5 L Elfenbeinweiß;2023-01-31;140.91;EUR;Amazon;A3JWKAKR8XB7XF;28;4.6;57
dutch oven;2022-11-01;2023-06-29;8;B0BFRDY1HD;de;BALLARINI Bellamonte Auflaufform, Bräter, Dutch Oven, Emailliertes Gusseisen, Rund, 24cm, 4,0 L, Schwarz;2022-11-15;;;;;47;4.2;362
dutch oven;2022-11-01;2023-06-29;9;B01GEL1FGG;;;;;;;;;;
dutch oven;2022-11-01;2023-06-29;-1;B07PPQQB6B;de;The Windmill Dutch Oven 4,5Qt Starter Set in Transportkiste;2021-07-20;129.9;EUR;bbq-eifel;A3JAX4WL8N6J20;-1;-1;4
dutch oven;2022-11-01;2023-06-29;10;B093TQ71NK;de;Chefarone Gusseisen Topf, 2in1 Inkl Gärkorb und Teigschaber, Brotbackform mit Deckel 3l, Bräter Backofengeeignet, Brot Backen zu Hause, Gusseisenpfanne Dutch Oven;2021-09-20;49.95;EUR;globetrade24;A126P4Z0ZHH9XM;1761;4.5;2500
dutch oven;2022-11-01;2023-06-29;11;B0BG86RV7B;;;;;;;;;;
dutch oven;2022-11-01;2023-06-29;12;B09WNDMCGR;de;KESSER® Dutch Oven Set 9-teilig in Holzkiste mit Dutch Oven Mit viel Zubehör - Gusseisen - bereits eingebrannt mit Kochtopf Grillplatte Pfanne Deckelheber Inkl. Rezeptbuch Handschuhe;2022-03-28;;;;;562;4.6;319
dutch oven;2022-11-01;2023-06-29;13;B0BBQVM4D7;de;BBQ-Toro Gusseiserner Bräter mit Deckel 4,5 Liter | 2in1 - Gusseisenpfanne + Schmortopf | Brotbackform mit Deckel | Gussbräter, Auflaufform groß, Feuertopf eckig, Pfanne für Grill, Backofen;2022-08-24;;;;;59;4.2;3122
dutch oven;2022-11-01;2023-06-29;-1;B07QBCVQ3Y;de;BBQ-Toro Dutch Oven Premium Serie | 4,2 Liter (DO45P), Topf ohne Füße | bereits eingebrannt - preseasoned | Verschiedene Größen | Gusseisen Kochtopf | Bräter mit Deckelheber;2019-04-18;37.95;EUR;CS Trading;ADPGAH3H6HCIW;5602;4.7;323
dutch oven;2022-11-01;2023-06-29;14;B096PVN94P;de;Gusseisen Topf Brot backen 24 cm - 3,5 L Schmortopf Gusseisen emailliert zum Schmoren, Backen und Braten - Brotbacktopf mit Deckel Induktion - (3,5 L, Blau);2021-07-31;52.95;EUR;globetrade24;A126P4Z0ZHH9XM;986;4.6;1181
dutch oven;2022-11-01;2023-06-29;15;B0987CJ89C;;;;;;;;;;
dutch oven;2022-11-01;2023-06-29;16;B08S2RN4VY;de;VOUNOT Dutch Oven Set 4.25 Liter, Eingebrannter Feuertopf aus Gusseisen für Garten Lagerfeuer Camping, mit Füßen, Deckel, Deckelheber und Tragetasche;2021-07-30;;;;;665;4.5;219
dutch oven;2022-11-01;2023-06-29;-1;B09K7HQVG9;de;TAINO Gusseisen-Topf mit Pfannen-Deckel 6l Dutch-Oven Allzweck-Kochtopf aus Gusseisen Herd Ofen Lagerfeuer Grill;2021-10-25;;;;;136;4.5;422
earrings;2022-11-01;2023-06-29;-1;B0C6PRL4R1;;;;;;;;;;
earrings;2022-11-01;2023-06-29;-1;B0C1VJF45X;de;Rajputana 18K Ohrringe Dupes, Chunky Earrings für Damen,Dicke Creolen für Frauen, leichte Waterdrop Hollow Open Hoops, hypoallergene 585 vergoldete Ohrringe Modeschmuck für Frauen und Mädchen;2023-10-17;8.07;EUR;Lanxuan Jewelry;A1HRUNAMCJU236;1332;4.4;1992
earrings;2022-11-01;2023-06-29;-1;B088DHK4RG;de;TIABELLE – Ohrstecker TRUMPET aus Titan mit funkelnden Swarovski® Zirconias – Ohrringe für Damen – allergenfrei & hautverträglich – Handmade in Germany (MAXI | 7,5mm ø);2023-03-30;;;;;191;4.4;193
earrings;2022-11-01;2023-06-29;-1;B0C4SW1ZNQ;de;Dupes Ohrringe Gold Ohrringe Hoop Earrings for Women Goldene Ohrringe Damen Ohrringe Gold Creolen Vergoldete Ohrringe Vergoldet 585 Chunky Gold Hoop Earrings Dupes Modeschmuck Ohrringe Dupes Earrings;2023-05-10;;;;;472;4.2;60
earrings;2022-11-01;2023-06-29;1;B0C8D6N2MX;;;;;;;;;;
earrings;2022-11-01;2023-06-29;2;B0BBZ8WYMZ;de;JZTRADING Set Nette Lustige Gekritzel JZTRADING Für Frauen Edelstahl Tropfen JZTRADING Personalisierte Anhänger JZTRADING silver;2022-08-26;;;;;66;4.6;441
earrings;2022-11-01;2023-06-29;3;B0C4SW1ZNQ;de;Dupes Ohrringe Gold Ohrringe Hoop Earrings for Women Goldene Ohrringe Damen Ohrringe Gold Creolen Vergoldete Ohrringe Vergoldet 585 Chunky Gold Hoop Earrings Dupes Modeschmuck Ohrringe Dupes Earrings;2023-05-10;;;;;472;4.2;60
earrings;2022-11-01;2023-06-29;4;B0C1VJF45X;de;Rajputana 18K Ohrringe Dupes, Chunky Earrings für Damen,Dicke Creolen für Frauen, leichte Waterdrop Hollow Open Hoops, hypoallergene 585 vergoldete Ohrringe Modeschmuck für Frauen und Mädchen;2023-10-17;8.07;EUR;Lanxuan Jewelry;A1HRUNAMCJU236;1332;4.4;1992
earrings;2022-11-01;2023-06-29;5;B089R8W3R6;de;Silber Ohrstecker, Verhindern Allergien Zircon Frauen-Bolzen-Ohrringe, Mit Hübscher Schmetterling Bunte Blumen Perle, Für Partei, Hochzeiten, Verlobungen;2020-06-06;6.99;EUR;liehuobaihuo;A2OMC16Y9D3QPD;803;3.8;8780
earrings;2022-11-01;2023-06-29;6;B09YP3LLW1;de;Menwings Damen Ohrringe, Hypoallergen Klein Schlafen Creolen Ohrringe, Gold Piercing Kleine Ohrstecker Set, Mode Perle Ohrringe, Gold Mädchen Ohrstecker, Breite Creolen;2022-10-10;;;;;108;3.7;182
earrings;2022-11-01;2023-06-29;7;B0C6PRL4R1;;;;;;;;;;
earrings;2022-11-01;2023-06-29;8;B0B3R5T5ZG;de;HIKARO Hypoallergene Ohrringe aus Titan, Reintitan in Implantatqualität, geeignet für empfindliche Ohren, mit Geburtssteinkristallen, Synthetische CZ-Diamanten;2022-07-15;20.99;EUR;Limerencia Jewelry;A3J8OEUV8U0WQ4;59;4.7;34
earrings;2022-11-01;2023-06-29;-1;B09MJMTVL3;;;;;;;;;;
earrings;2022-11-01;2023-06-29;-1;B08ZM4Z47P;de;SOFIA MILANI - Damen Ohrringe 925 Silber - Wellen Ohrstecker;2021-03-21;30.9;EUR;Sofia Milani;A2LSJUVZNRVSZG;66;4.4;27
earrings;2022-11-01;2023-06-29;-1;B0B2KZNV3Q;;;;;;;;;;
earrings;2022-11-01;2023-06-29;-1;B0C699YD5R;de;Rajputana 18K Ohrringe für Damen Frauen, Chunky Hoop Earrings for Women, Offene Ohrringe Vergoldet für Mädchen Groß Goldene Ohrringe Mode Trendy Hypoallergenic Schmuck Geschenke;2023-06-02;;;;;15;4;34
earrings;2022-11-01;2023-06-29;9;B0BK4D5JMN;de;Swarovski Matrix Creolen-Kollektion;2024-10-07;99;EUR;;;177;4.3;329
earrings;2022-11-01;2023-06-29;10;B0BM9W41JX;;;;;;;;;;
earrings;2022-11-01;2023-06-29;11;B0BL77HLJL;de;Weinsamkeit 6 Paar Gold Creolen Set für Damen Mädchen Hypoallergen Dick Offen Schlafen Ohrringe Twisted Huggie Hoop Ohrringe Kreolen Gold Creolen Gold Groß;2022-11-02;13.99;EUR;Banaone Trade Store;A1WJQERGWZL3K;85;3.4;58
earrings;2022-11-01;2023-06-29;12;B0C4JTCW77;;;;;;;;;;
earrings;2022-11-01;2023-06-29;-1;B0BQ324RLW;de;ASH'S CHOICE 12 Paar Gold Tropfen Ohrringe für Damen Mädchen, Verschiedene Haken Ohrhänger Boho Set, Rund/Prisma/Feder/Kette/Wellendrehung einzeln/Blume/Herz/Blätter/lange/Fransen Ohrringe;2022-11-23;;;;;171;3.8;930
earrings;2022-11-01;2023-06-29;-1;B0C2W37B29;;;;;;;;;;
earrings;2022-11-01;2023-06-29;-1;B0BQ34BBYR;de;ASH'S CHOICE Ohrringe Sterling Silber 925 Creolen für Damen, 14 Karat Vergoldet Creolen Ohrringe Runden, Glänz Kleine Creolen mit AAA+ Zirkonia Strasssteine, Hypoallergen Creolen Ohrringe für Damen;2024-06-13;12.99;EUR;Ash's Choice;A1DRDENFPRGCCU;519;4.3;70
earrings;2022-11-01;2023-06-29;-1;B0BWNS7DWK;;;;;;;;;;
earrings;2022-11-01;2023-06-29;13;B0C7RC61KD;;;;;;;;;;
earrings;2022-11-01;2023-06-29;14;B0BFJ1S9YT;de;MILACOLATO Kleine Creolen Ohrringe für Damen Herren Chirurgenstahl Knorpel Huggie Ohrringe Snug Lobe Nase Lippen Daith Helix Piercing Schmuck Winzige Hoop Hinged Schläferohrringe 6/7/8/9/10MM;2022-09-16;10.99;EUR;qingtxc;A1NOD0PARTZ1AO;1036;4.2;2948
earrings;2022-11-01;2023-06-29;15;B07GVDC8VF;de;8 Pair Herren Edelstahl Ohrringe, 8mm Edelstahl Ohrclips Emaille Ohrschmuck Piercing Ohr Lünette runde coole Ohrstecker Tunnel Piercing für Männer,;2018-08-26;9.99;EUR;Hongyantech;AEWOLR2UJODRP;4796;4.3;582
earrings;2022-11-01;2023-06-29;16;B0B5QHW4TK;de;Cimenexe Punk Schwert Haken Ohrringe Silber Messer Ohrringe Gotische Schwert Ohrringe Retro Lange Schwert Ohrringe Schmuck für Frauen und Mädchen Geschenke;2022-07-04;8.99;EUR;Cimenexe;A2RLH6PO5TVJG1;25;4.2;226
earrings;2022-11-01;2023-06-29;17;B0B8DK2S7G;de;Tamaris Creole TJ-0366-E-16;2022-08-09;31;EUR;Amazon;A3JWKAKR8XB7XF;106;3.7;1656
earrings;2022-11-01;2023-06-29;18;B09L88FPJK;;;;;;;;;;
earrings;2022-11-01;2023-06-29;19;B073584ZF5;de;Swarovski Bella Ohrringekollektion;2024-10-07;37;EUR;Amazon;A3JWKAKR8XB7XF;7776;4.7;5401
earrings;2022-11-01;2023-06-29;20;B099S9VWXK;de;Swarovski Dextera Creolen-Kollektion;2024-10-07;;;;;370;4.5;92
earrings;2022-11-01;2023-06-29;21;B07MTTLPFR;de;Thomas Sabo Ohrstecker Kugel mit Kreuz 925 Sterling Silber H2064;2024-04-18;;;;;376;4.4;281
earrings;2022-11-01;2023-06-29;22;B0B1JMJLVX;de;Swarovski Kollektion Stilla Ohrringe;2023-03-16;;;;;212;4.4;284
earrings;2022-11-01;2023-06-29;23;B07WVXW9GK;de;Pandora Creolen, asymmetrisches Herz;2024-07-23;;;;;3801;4.4;891
earrings;2022-11-01;2023-06-29;24;B0871S9JBH;de;Earrings Stud Earrings Round Moonstone Drop Earrings Personalised Earrings for Girls Boho Wedding Long Drop Earrings;2022-08-20;;;;;467;3.9;1166
earrings;2022-11-01;2023-06-29;25;B010LXAAX2;de;Swarovski Una Angelic Kollektion;2024-10-07;51.17;EUR;Amazon;A3JWKAKR8XB7XF;2398;4.7;2228
earrings;2022-11-01;2023-06-29;26;B0746PVFLM;de;Elli Ohrringe Damen Ohrhänger Geo Plättchen Minimal Trend Matt in 925 Sterling Silber;2017-05-26;;;;;354;4.1;362
earrings;2022-11-01;2023-06-29;27;B07H4M4GPX;de;LIEBESKIND Damen-Ohrstecker Edelstahl LJ-0307-E-11;2022-03-18;32.64;EUR;Amazon;A3JWKAKR8XB7XF;5046;4.6;2345
earrings;2022-11-01;2023-06-29;28;B0BKKXG9HT;de;Ohrringe für Frauen Spiral-Einfädler-Ohrringe 925er Sterlingsilber-Ohrringe, handgebogene Ohrhänger für Frauen, geeignet zum Verschenken,für Ihre Geburtstagsfeier, Weihnachten(Paar aus 925er Silber);2022-10-26;8.14;EUR;MILEILUOYUE;AJ6OHW80WZUU1;910;4.2;2316
earrings;2022-11-01;2023-06-29;29;B07NLHT6WB;de;LIEBESKIND -Hängeohrringe Edelstahl LJ-0386-E-42;2022-03-24;44.9;EUR;CT COOL TIME;A1S7558D6S56N4;186;4.4;38
earrings;2022-11-01;2023-06-29;30;B0BNMCSL2D;de;ALEXCRAFT Ohrringe Creolen Set, 9 Paar 14k Echt Vergoldete Creolen Kleine für Damen Knorpel Huggie Creolen mit AAAAA Zirkonia Twist Herz Oval Ohrringe für Mehrere Ohrlöcher, Gold/Silber/Roségold;2022-11-30;;;;;839;4.3;305
earrings;2022-11-01;2023-06-29;31;B08WB7LQJW;de;Tamaris Damen Ohrring aus Edelstahl;2021-02-10;33.02;EUR;Amazon;A3JWKAKR8XB7XF;50;4.5;208
earrings;2022-11-01;2023-06-29;32;B09V7XNG9P;de;Calvin Klein Ohrhänger für Damen Kollektion ELONGATED OVAL mit Kristallen;2022-03-23;;;;;28;4.5;89
earrings;2022-11-01;2023-06-29;33;B0B1JLYS7K;de;Swarovski Rhodiniertes Damenarmband mit Strahlenden Kristallen;2024-10-24;89;EUR;WATCHROOM24;AR7WN7UGOM79K;297;4.5;152
earrings;2022-11-01;2023-06-29;34;B0B9HX1N2R;de;Swarovski Stilla Ohrringekollektion;2024-07-10;;;;;164;4.4;1118
earrings;2022-11-01;2023-06-29;35;B0B1V8TYM9;de;Aneneiceera Boho Perle Tropfen Baumeln Ohrring Gold Lange Quaste Perle Ohrringe Winzige Perle Kette Ohrringe Vintage Ohrringe Zubehör Vintage Ohrringe Hochzeitsschmuck Für Frauen Und Mädchen;;;;;;54;3.6;47
earrings;2022-11-01;2023-06-29;36;B09T6P8YDS;de;Generic 1 Paar Asymmetrische Schmetterling Tropfen Ohrringe Fee Libelle Flügel Einhaken Ohrringe Braut Quaste Baumeln Ohrringe für Frauen Grün;2022-02-23;3.99;EUR;kunmingrouhuaishangmaoyouxiangongsi;AF84NQ44QYBX9;72;4.3;854
earrings;2022-11-01;2023-06-29;37;B09KWXWY7B;;;;;;;;;;
earrings;2022-11-01;2023-06-29;38;B07QL1GFCL;de;Fu You 925 Sterling Silber Ohrhänger mit Zirkonia Ohrringe Hängend für Damen;2019-04-11;14.68;EUR;Epoch World;A3S23YYHC2LAC8;295;4.5;628
earrings;2022-11-01;2023-06-29;39;B00TZVRFNU;de;Elli Ohrringe Damen Ohrhänger Ornament Floral in 925 Sterling Silber;2015-05-20;34.9;EUR;Amazon;A3JWKAKR8XB7XF;334;4.5;183
earrings;2022-11-01;2023-06-29;40;B008BGLDJM;de;Elli Damen Schmuckset, Set Klassisch mit Kristallen, Ohrringe, Halskette mit Anhänger;2020-01-15;21.21;EUR;Amazon;A3JWKAKR8XB7XF;4832;4.3;1200
earrings;2022-11-01;2023-06-29;41;B078SBNNTY;de;Swarovski Dextera Ohrringe Kollektion;2024-10-07;;;;;4039;4.5;1048
earrings;2022-11-01;2023-06-29;42;B0B1DSH7ZR;de;Liebeskind Berlin Ohrring;2022-09-17;34.99;EUR;CT COOL TIME;A1S7558D6S56N4;55;4.3;188
earrings;2022-11-01;2023-06-29;43;B08834PLZR;de;Swarovski Constella Ohrringekollektion;2024-10-07;;;;;2172;4.6;2014
earrings;2022-11-01;2023-06-29;44;B09CZD9DFM;de;Liebeskind Edelstahl Ohrstecker;2021-09-03;;;;;142;4.4;656
earrings;2022-11-01;2023-06-29;45;B07C2LPF8G;de;Pandora Icons Charm Stammbaum;2024-06-05;35;EUR;IN TIME SHOP;A8RFT6M6GGFXB;9261;4.7;31
earrings;2022-11-01;2023-06-29;46;B08836WYQB;de;Swarovski Constella Ohrringekollektion;2024-10-07;57.95;EUR;Amazon;A3JWKAKR8XB7XF;2225;4.6;500
earrings;2022-11-01;2023-06-29;47;B07P1R412W;de;SLUYNZ 925 Sterling Silber Bar Tropfen Ohrringe Kette für Frauen Damen Tröpfchen Einfädler Ohrringe Baumeln;2020-12-14;;;;;2742;4.3;579
earrings;2022-11-01;2023-06-29;48;B071XM8BB5;de;MIORE Schmuck, Goldohrringe Damen, Ohrstecker Gold 585 14 Kt, Ohrringe Kugeln, Ohrringe Gold, Kugel Piercing Ohr, Damenohrringe aus Echtgold, goldene Ohrstecker Damen, Ohrschmuck;2017-09-23;;;;;26;4;220
